"name","committeeID","partyCode","totalDonationsIn","committeeCategory","categoryRange","politicalLeaning"
"PEOPLE WHO LOVE AMERICA","C00824714",NULL,100000,"SMALL","< $1,000,000",NULL
"THE INDEPENDENT PROJECT PAC (TIP PAC)","C00627323",NULL,100000,"SMALL","< $1,000,000",NULL
"NO SOCIALISM POLITICAL ACTION COMMITTEE","C00761338",NULL,100000,"SMALL","< $1,000,000",NULL
"OCEAN STATE FORWARD","C00815340",NULL,100000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR COMMON GROUND","C00787283",NULL,100000,"SMALL","< $1,000,000",NULL
"VIRGINIA CONSERVATIVES FUND","C00814921",NULL,100000,"SMALL","< $1,000,000",NULL
"PROTECT OUR KIDS PAC","C00799528",NULL,100000,"SMALL","< $1,000,000",NULL
"IOWA VALUES","C00565846",NULL,100000,"SMALL","< $1,000,000",NULL
"OUR VOICES MATTER","C00568246",NULL,100000,"SMALL","< $1,000,000",NULL
"STRONGND PAC","C00671628",NULL,100000,"SMALL","< $1,000,000",NULL
"CURE 4 LOUISIANA*S FUTURE PAC","C00607234",NULL,100000,"SMALL","< $1,000,000",NULL
"JUSTICE FOR ALL OF US ACTION FUND","C00802660",NULL,100000,"SMALL","< $1,000,000",NULL
"TRUE WEST PAC, INC.","C00821629",NULL,100000,"SMALL","< $1,000,000",NULL
"A NEW VOICE FOR MARYLAND","C00587659",NULL,100000,"SMALL","< $1,000,000",NULL
"ENSURING A CONSERVATIVE NEBRASKA INC","C00556837",NULL,100000,"SMALL","< $1,000,000",NULL
"TENNESSEE FUTURE FUND PAC","C00805069",NULL,99258,"SMALL","< $1,000,000",NULL
"TIPPINGPOINT 2020","C00728980",NULL,99050,"SMALL","< $1,000,000",NULL
"REV 18 PAC","C00655001",NULL,97389,"SMALL","< $1,000,000",NULL
"NEVER AGAIN PAC","C00770776",NULL,97000,"SMALL","< $1,000,000",NULL
"IOWA FOUR","C00693861",NULL,96200,"SMALL","< $1,000,000",NULL
"CHOOSE DEMOCRACY","C00756734",NULL,95716,"SMALL","< $1,000,000",NULL
"BLUE TEXAS PAC","C00753293",NULL,95152,"SMALL","< $1,000,000",NULL
"RIGHT FOR ALABAMA PAC, INC","C00735696",NULL,95000,"SMALL","< $1,000,000",NULL
"TEAM [TEAMSTERS EDUCATION AND MOBILIZATION]","C00526269",NULL,95000,"SMALL","< $1,000,000",NULL
"INLAND EMPIRE TAXPAYERS ASSOCIATION FEDERAL PAC","C00568261",NULL,95000,"SMALL","< $1,000,000",NULL
"NEW LEADERSHIP FOR VIRGINIA","C00720631",NULL,95000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES UNITED","C00615161",NULL,95000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR SAFE NEIGHBORHOODS AND LOWER TAXES PAC","C00569137",NULL,95000,"SMALL","< $1,000,000",NULL
"TOORISKY","C00817254",NULL,95000,"SMALL","< $1,000,000",NULL
"DELIVERING FOR CALIFORNIA","C00672386",NULL,95000,"SMALL","< $1,000,000",NULL
"RISE TOGETHER","C00720060",NULL,94589,"SMALL","< $1,000,000",NULL
"FOR JUDICAL FAIRNESS PROJECT; THE","C00569392",NULL,94000,"SMALL","< $1,000,000",NULL
"COMMONWEALTH EDUCATIONAL OPPORTUNITIES PAC, INC.","C00757724",NULL,93000,"SMALL","< $1,000,000",NULL
"REVIVE AMERICA PAC","C00506105",NULL,92700,"SMALL","< $1,000,000",NULL
"A STRONGER TEXAS FUND","C00675397",NULL,92450,"SMALL","< $1,000,000",NULL
"314 PAC","C00567800",NULL,91253,"SMALL","< $1,000,000",NULL
"1788 PAC","C00818278",NULL,90000,"SMALL","< $1,000,000",NULL
"OHIO STATE TEA PARTY; THE","C00490383",NULL,90000,"SMALL","< $1,000,000",NULL
"PRINCIPLES FIRST, INC.","C00679449",NULL,90000,"SMALL","< $1,000,000",NULL
"AMERICA UNITED","C00710616",NULL,90000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR SAFE COMMUNITIES","C00617266",NULL,90000,"SMALL","< $1,000,000",NULL
"BIG SKY FREEDOM FUND","C00561753",NULL,90000,"SMALL","< $1,000,000",NULL
"COLORADO CONSERVATIVE PAC","C00599456",NULL,90000,"SMALL","< $1,000,000",NULL
"RESTORE AMERICAN LEADERSHIP","C00610147",NULL,89800,"SMALL","< $1,000,000",NULL
"CONSERVATIVE TRIUMPH FUND","C00634717",NULL,89800,"SMALL","< $1,000,000",NULL
"WOMEN FOR A SAFE AND STRONG NATION","C00568030",NULL,89500,"SMALL","< $1,000,000",NULL
"NEW JERSEY NOW ACTION FUND","C00719799",NULL,89400,"SMALL","< $1,000,000",NULL
"VOTE LOCAL VOTE BLUE","C00749424",NULL,87548,"SMALL","< $1,000,000",NULL
"AMERICA PROGRESS","C00586016",NULL,87500,"SMALL","< $1,000,000",NULL
"GRANITE STATE PROSPERITY PAC","C00807396",NULL,87000,"SMALL","< $1,000,000",NULL
"GOVERNMENT OF THE PEOPLE","C00821009",NULL,87000,"SMALL","< $1,000,000",NULL
"NATIONAL ORGANIZATION FOR MARRIAGE VICTORY FUND","C00569939",NULL,85995,"SMALL","< $1,000,000",NULL
"FRIENDS UNITED POLITICAL ACTION COMMITTEE","C00518548",NULL,85000,"SMALL","< $1,000,000",NULL
"ARIZONANS WORKING TOGETHER","C00482620",NULL,85000,"SMALL","< $1,000,000",NULL
"COASTAL FLORIDA*S FUTURE PAC","C00514737",NULL,85000,"SMALL","< $1,000,000",NULL
"AMERICAN JOBS COUNCIL FEDERAL POLITICAL ACTION INC","C00560615",NULL,85000,"SMALL","< $1,000,000",NULL
"PRESERVE FLORIDA","C00686907",NULL,85000,"SMALL","< $1,000,000",NULL
"PATRIOT ACTION FUND","C00732917",NULL,85000,"SMALL","< $1,000,000",NULL
"SECURE ARIZONA*S FUTURE","C00785568",NULL,85000,"SMALL","< $1,000,000",NULL
"DOCTORS IN POLITICS","C00746719",NULL,84885,"SMALL","< $1,000,000",NULL
"BLACK HALIFAX PAC","C00760983",NULL,84500,"SMALL","< $1,000,000",NULL
"RIGHT TO LIFE OF MICHIGAN VICTORY FUND","C00574178",NULL,84159,"SMALL","< $1,000,000",NULL
"RETIRED AMERICAN WARRIORS","C00623389",NULL,83201,"SMALL","< $1,000,000",NULL
"AMERICAN VALUES COALITION","C00512871",NULL,82000,"SMALL","< $1,000,000",NULL
"ELEVENTHREE","C00752808",NULL,81946,"SMALL","< $1,000,000",NULL
"CLIMATE HAWKS VOTE POLITICAL ACTION","C00548461",NULL,81300,"SMALL","< $1,000,000",NULL
"FLORIDA CONSUMER ACTION","C00628024",NULL,81161,"SMALL","< $1,000,000",NULL
"MAKE THE ROAD ACTION INDEPENDENT EXPENDITURE COMMITTEE","C00689745",NULL,80958,"SMALL","< $1,000,000",NULL
"TURNING POINT AMERICA PAC INC","C00579201",NULL,80412,"SMALL","< $1,000,000",NULL
"CHANGE CONGRESS NOW/CAMBIO AL CONGRESO YA","C00684480",NULL,80302,"SMALL","< $1,000,000",NULL
"COMMON SENSE KENTUCKY PAC","C00811612",NULL,80000,"SMALL","< $1,000,000",NULL
"PACIFIC NORTHWEST POLITICAL ACTION COMMITTEE","C00811802",NULL,80000,"SMALL","< $1,000,000",NULL
"HOOSIERS UNITED AND STRONG PAC","C00514547",NULL,80000,"SMALL","< $1,000,000",NULL
"INDEPENDENT LEADERSHIP PAC","C00608836",NULL,80000,"SMALL","< $1,000,000",NULL
"AMERICAN OPPORTUNITY PAC","C00684605",NULL,80000,"SMALL","< $1,000,000",NULL
"MONSTAH PAC","C00529107",NULL,80000,"SMALL","< $1,000,000",NULL
"HOOSIER HORIZON","C00682005",NULL,80000,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR A BETTER MASSACHUSETTS","C00542803",NULL,80000,"SMALL","< $1,000,000",NULL
"COLORADO CONSERVATIVES FOR RETAKING CONGRESS","C00797720",NULL,80000,"SMALL","< $1,000,000",NULL
"NEIGHBORS FOR A BETTER CONGRESS","C00668970",NULL,80000,"SMALL","< $1,000,000",NULL
"DEFEND THE LEHIGH VALLEY PAC","C00754002",NULL,80000,"SMALL","< $1,000,000",NULL
"UNITED AGAINST WHITE SUPREMACY","C00758086",NULL,78955,"SMALL","< $1,000,000",NULL
"GREAT LAKES SUPER POLITICAL ACTION COMMITTEE","C00524363",NULL,78600,"SMALL","< $1,000,000",NULL
"SAVE OUR SENATE LLC","C00723023",NULL,78067,"SMALL","< $1,000,000",NULL
"OKLAHOMA FORWARD PAC","C00527721",NULL,77940,"SMALL","< $1,000,000",NULL
"AMERICA UNLEASHED SUPER PAC","C00560383",NULL,77500,"SMALL","< $1,000,000",NULL
"STANDING FOR WISCONSIN FAMILIES","C00528893",NULL,77000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE TEXANS","C00603647",NULL,76875,"SMALL","< $1,000,000",NULL
"VOTE YES FOR COMMUNITY HOUSING","C00821272",NULL,76431,"SMALL","< $1,000,000",NULL
"FREEDOM BUILDERS, INC","C00629543",NULL,76046,"SMALL","< $1,000,000",NULL
"ILLINOIS FAMILIES FIRST","C00609859",NULL,76000,"SMALL","< $1,000,000",NULL
"HUDSON UNITED PAC","C00789982",NULL,75726,"SMALL","< $1,000,000",NULL
"YOUR LOWCOUNTRY NEIGHBORS","C00809830",NULL,75500,"SMALL","< $1,000,000",NULL
"AMERICANS FOR NEW LEADERSHIP","C00485821",NULL,75500,"SMALL","< $1,000,000",NULL
"DEFEND OUR VALUES PAC (DOV PAC)","C00765206",NULL,75500,"SMALL","< $1,000,000",NULL
"PENNSYLVANIA FIRST","C00663922",NULL,75500,"SMALL","< $1,000,000",NULL
"ACTION PAC","C00569996",NULL,75050,"SMALL","< $1,000,000",NULL
"CALIFORNIA JUSTICE PAC","C00681320",NULL,75000,"SMALL","< $1,000,000",NULL
"NEW MEXICO STRONG FUND","C00675447",NULL,75000,"SMALL","< $1,000,000",NULL
"COMMONWEALTH FORWARD","C00573170",NULL,75000,"SMALL","< $1,000,000",NULL
"MICHIGAN ACTION USA","C00815282",NULL,75000,"SMALL","< $1,000,000",NULL
"OKLAHOMA VALUES PAC","C00821140",NULL,75000,"SMALL","< $1,000,000",NULL
"GRASSROOTS ORGANIZING WINS (GROWPAC)","C00776823",NULL,75000,"SMALL","< $1,000,000",NULL
"WORKERS* VOICE (OPEIU)","C00532390",NULL,75000,"SMALL","< $1,000,000",NULL
"GRANITE VOICES PAC","C00616110",NULL,75000,"SMALL","< $1,000,000",NULL
"PRESERVE AMERICA*S FUTURE","C00523456",NULL,75000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE ACTION COUNCIL INC","C00778506",NULL,75000,"SMALL","< $1,000,000",NULL
"HEARTLAND FUND","C00688838",NULL,75000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR CONSUMER ACCESS TO CREDIT PAC (ACAC PAC)","C00739508",NULL,75000,"SMALL","< $1,000,000",NULL
"BATTLEGROUND TENNESSEE PAC","C00565150",NULL,75000,"SMALL","< $1,000,000",NULL
"MAINE OUTDOOR HERITAGE PAC","C00759779",NULL,75000,"SMALL","< $1,000,000",NULL
"SICK AND TIRED OF WASHINGTON","C00507566",NULL,75000,"SMALL","< $1,000,000",NULL
"SNAKE RIVER CITIZENS FOR LIBERTY PAC, INC.","C00787887",NULL,75000,"SMALL","< $1,000,000",NULL
"BRONX UNITED","C00727065",NULL,75000,"SMALL","< $1,000,000",NULL
"OKLAHOMANS FOR TRUTH, RESPONSIBILITY, UNITY, MARKETS, & PROSPERITY PAC","C00748657",NULL,75000,"SMALL","< $1,000,000",NULL
"PRO-ISRAEL AMERICA ACTION FUND (PIA ACTION FUND)","C00740936",NULL,75000,"SMALL","< $1,000,000",NULL
"LA FORWARD, INC.","C00503458",NULL,75000,"SMALL","< $1,000,000",NULL
"LATINO VOTERS ACTION FUND","C00626549",NULL,74650,"SMALL","< $1,000,000",NULL
"OPENSOURCEMT","C00696658",NULL,73684,"SMALL","< $1,000,000",NULL
"TURNOUT PAC","C00622175",NULL,72587,"SMALL","< $1,000,000",NULL
"A NEW PROMISE","C00683441",NULL,72558,"SMALL","< $1,000,000",NULL
"KEYSTONE STRONG","C00655761",NULL,72500,"SMALL","< $1,000,000",NULL
"LET AMERICA VOTE VICTORY FUND","C00647529",NULL,72150,"SMALL","< $1,000,000",NULL
"PRINCIPLED LEADERSHIP FUND","C00549436",NULL,72000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE STRIKEFORCE SUPER PAC","C00542456",NULL,72000,"SMALL","< $1,000,000",NULL
"PIVOT VICTORY FUND","C00826024",NULL,71500,"SMALL","< $1,000,000",NULL
"ASSOCIATION FOR FIREFIGHTERS PAC DBA ASSOCIATION FOR FIREFIGHTERS","C00639708",NULL,71254,"SMALL","< $1,000,000",NULL
"WORKING AMERICA PAC","C00742759",NULL,70516,"SMALL","< $1,000,000",NULL
"MONTANANS FOR LIMITED GOVERNMENT","C00563155",NULL,70250,"SMALL","< $1,000,000",NULL
"AMERICA*S ROAD AHEAD FUND","C00521575",NULL,70000,"SMALL","< $1,000,000",NULL
"A BETTER ELIZABETH","C00624387",NULL,70000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR NEW LEADERSHIP","C00815233",NULL,70000,"SMALL","< $1,000,000",NULL
"HOOSIER HEARTLAND FUND","C00722447",NULL,70000,"SMALL","< $1,000,000",NULL
"FREEDOM*S ACTION PAC","C00786293",NULL,70000,"SMALL","< $1,000,000",NULL
"MARYLAND FAMILIES FIRST","C00677427",NULL,70000,"SMALL","< $1,000,000",NULL
"KENTUCKY PATRIOT PAC","C00679795",NULL,70000,"SMALL","< $1,000,000",NULL
"MARYLAND ACTION FUND","C00815613",NULL,70000,"SMALL","< $1,000,000",NULL
"OUR VOICE MATTERS SUPER PAC","C00607697",NULL,70000,"SMALL","< $1,000,000",NULL
"WE THE PEOPLE INC","C00529131",NULL,70000,"SMALL","< $1,000,000",NULL
"SERVICE & INTEGRITY PAC","C00816959",NULL,70000,"SMALL","< $1,000,000",NULL
"LEAD RIGHT NEW JERSEY","C00761833",NULL,70000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE ACTION COMMITTEE","C00522227",NULL,70000,"SMALL","< $1,000,000",NULL
"OHIO FREEDOM COALITION","C00794008",NULL,69336,"SMALL","< $1,000,000",NULL
"VOTERS FIRST VICTORY FUND","C00743427",NULL,68979,"SMALL","< $1,000,000",NULL
"SEND IN THE MARINE PAC","C00749127",NULL,68800,"SMALL","< $1,000,000",NULL
"KEEPING AMERICA STRONG COMMITTEE","C00708883",NULL,68500,"SMALL","< $1,000,000",NULL
"TOGETHER WE THRIVE","C00522458",NULL,67989,"SMALL","< $1,000,000",NULL
"POLITICS REIMAGINED","C00551622",NULL,67908,"SMALL","< $1,000,000",NULL
"DEFEAT DISINFO PAC","C00743625",NULL,67675,"SMALL","< $1,000,000",NULL
"RESCUE THE SENATE PAC","C00542415",NULL,66100,"SMALL","< $1,000,000",NULL
"DEMOCRACY FIRST","C00679068",NULL,65000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR GOOD GOVERNMENT","C00515031",NULL,65000,"SMALL","< $1,000,000",NULL
"USA LEADERSHIP FUND","C00808386",NULL,65000,"SMALL","< $1,000,000",NULL
"ULTRA MAGA ACTION","C00764506",NULL,64695,"SMALL","< $1,000,000",NULL
"US NEWS NETWORK","C00619478",NULL,64450,"SMALL","< $1,000,000",NULL
"LEADERSHIP AMERICA PAC","C00556613",NULL,63795,"SMALL","< $1,000,000",NULL
"NEW AMERICAN VOICES","C00750497",NULL,62500,"SMALL","< $1,000,000",NULL
"KEEP NORTHEAST GEORGIA GREAT INC","C00744169",NULL,62357,"SMALL","< $1,000,000",NULL
"AMERICA FIRST VOICES","C00809848",NULL,62100,"SMALL","< $1,000,000",NULL
"AMERICAN UPRISING PAC","C00622225",NULL,62000,"SMALL","< $1,000,000",NULL
"BUILD OUR FUTURE TOGETHER PAC","C00766030",NULL,62000,"SMALL","< $1,000,000",NULL
"PARTNERSHIP ORANGE","C00614172",NULL,61000,"SMALL","< $1,000,000",NULL
"THANK YOU PAC","C00759381",NULL,61000,"SMALL","< $1,000,000",NULL
"KNOCKOUT PAC","C00703090",NULL,60110,"SMALL","< $1,000,000",NULL
"KEEP TEXAS RED","C00655886",NULL,60000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR A BETTER AMERICA","C00817288",NULL,60000,"SMALL","< $1,000,000",NULL
"AMERICAN FREEDOM BUILDERS ACTION NETWORK","C00568543",NULL,60000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR A STRONGER NEW JERSEY","C00676700",NULL,60000,"SMALL","< $1,000,000",NULL
"WAKE UP NEW YORK","C00792028",NULL,60000,"SMALL","< $1,000,000",NULL
"TEXAS RIGHT TO LIFE POLITICAL ACTION C","C00419242",NULL,60000,"SMALL","< $1,000,000",NULL
"RESTORE AMERICA DREAM PAC","C00813337",NULL,60000,"SMALL","< $1,000,000",NULL
"FOREVER FREE ACTION FUND","C00788828",NULL,60000,"SMALL","< $1,000,000",NULL
"DELEGATES UNBOUND PAC","C00621524",NULL,60000,"SMALL","< $1,000,000",NULL
"STRONG UTAH PAC","C00503078",NULL,60000,"SMALL","< $1,000,000",NULL
"MONTANA FREEDOM FUND","C00696542",NULL,60000,"SMALL","< $1,000,000",NULL
"AUTISM SUPER PAC; THE","C00526350",NULL,60000,"SMALL","< $1,000,000",NULL
"MIAMI-DADE AND BROWARD UNITED","C00743542",NULL,60000,"SMALL","< $1,000,000",NULL
"MONTANA GROWTH FOUNDATION","C00528232",NULL,60000,"SMALL","< $1,000,000",NULL
"1911 UNITED","C00508200",NULL,60000,"SMALL","< $1,000,000",NULL
"INDEPENDENT MAJORITY GROUP","C00566638",NULL,60000,"SMALL","< $1,000,000",NULL
"ENOUGH IS ENOUGH VOTER PROJECT","C00722306",NULL,59121,"SMALL","< $1,000,000",NULL
"LIBERTY LEADERSHIP FUND","C00739524",NULL,59000,"SMALL","< $1,000,000",NULL
"21ST CENTURY LEADERS","C00609784",NULL,57724,"SMALL","< $1,000,000",NULL
"REPUBLICANS FOR DEMOCRACY","C00752881",NULL,57510,"SMALL","< $1,000,000",NULL
"NJ11TH FOR CHANGE, INC.","C00632810",NULL,57094,"SMALL","< $1,000,000",NULL
"GEORGIA VALUES ACTION","C00795484",NULL,56800,"SMALL","< $1,000,000",NULL
"OUR PATIENTS OUR VOICE PAC","C00568220",NULL,56000,"SMALL","< $1,000,000",NULL
"WE BELIEVE WE VOTE","C00687541",NULL,55500,"SMALL","< $1,000,000",NULL
"AMERICA ON THE MOVE","C00526012",NULL,55000,"SMALL","< $1,000,000",NULL
"RELATIONPAC","C00763920",NULL,55000,"SMALL","< $1,000,000",NULL
"TEXANS FOR A BETTER FUTURE","C00609289",NULL,55000,"SMALL","< $1,000,000",NULL
"FLORIDA FIRST, FLORIDA FOREVER","C00647180",NULL,55000,"SMALL","< $1,000,000",NULL
"TOUGHEST FIGHTS PAC","C00750430",NULL,55000,"SMALL","< $1,000,000",NULL
"JOBS COALITION ACTION FUND","C00745471",NULL,55000,"SMALL","< $1,000,000",NULL
"FIGHT CORPORATE MONOPOLIES PAC","C00825836",NULL,55000,"SMALL","< $1,000,000",NULL
"BACK TO SCHOOL USA","C00817908",NULL,55000,"SMALL","< $1,000,000",NULL
"SAFE NATION PAC INC","C00529727",NULL,55000,"SMALL","< $1,000,000",NULL
"EMPOWER WISCONSIN","C00515882",NULL,55000,"SMALL","< $1,000,000",NULL
"CENTRAL FLORIDA SOLUTIONS","C00654533",NULL,55000,"SMALL","< $1,000,000",NULL
"MISSION AMERICA PAC","C00791145",NULL,55000,"SMALL","< $1,000,000",NULL
"RED WAVE MAJORITY","C00763540",NULL,55000,"SMALL","< $1,000,000",NULL
"FLORIDA LEADERSHIP PAC","C00816363",NULL,55000,"SMALL","< $1,000,000",NULL
"TIPPING POINT","C00518738",NULL,55000,"SMALL","< $1,000,000",NULL
"REMOVE THAT IDIOT","C00746099",NULL,54900,"SMALL","< $1,000,000",NULL
"OUR FAMILIES FIRST","C00817643",NULL,54000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR LEGAL IMMIGRATION PAC","C00405878",NULL,53460,"SMALL","< $1,000,000",NULL
"HEROES FOR BABIES RIGHT TO LIFE ACTION FUND","C00666487",NULL,53412,"SMALL","< $1,000,000",NULL
"READY FOR WARREN PRESIDENTIAL DRAFT CAMPAIGN","C00566752",NULL,53300,"SMALL","< $1,000,000",NULL
"BLUE TURNOUT PROJECT","C00762823",NULL,53156,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR FISCALLY CONSERVATIVE LEADERSHIP","C00484295",NULL,53110,"SMALL","< $1,000,000",NULL
"THE COMMITTEE FOR ACCESS TO AFFORDABLE HEALTHCARE","C00753749",NULL,52889,"SMALL","< $1,000,000",NULL
"SOUTHERN CALIFORNIA PROGRESSIVES","C00568857",NULL,52635,"SMALL","< $1,000,000",NULL
"NEW HOUSE INDEPENDENT EXPENDITURE COMMITTEE","C00488940",NULL,52434,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR SACRED SITES PROTECTION","C00532929",NULL,52200,"SMALL","< $1,000,000",NULL
"LINCOLN-ROOSEVELT PAC","C00647271",NULL,52106,"SMALL","< $1,000,000",NULL
"YOUNG LEADERSHIP COALITION","C00762740",NULL,52000,"SMALL","< $1,000,000",NULL
"BEAT REID PAC","C00569129",NULL,51850,"SMALL","< $1,000,000",NULL
"RESTORE AMERICA*S PROSPERITY, INC.","C00690800",NULL,51500,"SMALL","< $1,000,000",NULL
"RIGHTS & DEMOCRACY ACTION","C00626697",NULL,51000,"SMALL","< $1,000,000",NULL
"GO GREEN MONTANA PAC","C00745539",NULL,50242,"SMALL","< $1,000,000",NULL
"ARTISTS FOR THE FUTURE PAC","C00761585",NULL,50104,"SMALL","< $1,000,000",NULL
"HOUSE FREEDOM ACTION FUND","C00587097",NULL,50000,"SMALL","< $1,000,000",NULL
"NORTH FLORIDA SUPER PAC","C00682195",NULL,50000,"SMALL","< $1,000,000",NULL
"MILLENNIALS RISING PAC","C00571950",NULL,50000,"SMALL","< $1,000,000",NULL
"CONSERVATIVES FOR A BETTER NORTH CAROLINA","C00702324",NULL,50000,"SMALL","< $1,000,000",NULL
"MADISON PAC","C00532515",NULL,50000,"SMALL","< $1,000,000",NULL
"PRIDE PAC","C00824441",NULL,50000,"SMALL","< $1,000,000",NULL
"VOICES FOR PEACE PAC","C00814962",NULL,50000,"SMALL","< $1,000,000",NULL
"A GREAT AMERICA PAC","C00749341",NULL,50000,"SMALL","< $1,000,000",NULL
"PUSHMATAHA PAC","C00818195",NULL,50000,"SMALL","< $1,000,000",NULL
"COALITION FOR AMERICAN VALUES PAC","C00506113",NULL,50000,"SMALL","< $1,000,000",NULL
"MAKE AMERICA STRONG AND SECURE PAC (MASS PAC)","C00527671",NULL,50000,"SMALL","< $1,000,000",NULL
"POLITICAL COACTION PAC","C00815159",NULL,50000,"SMALL","< $1,000,000",NULL
"AMERICA STRONG PAC, INC.","C00778761",NULL,50000,"SMALL","< $1,000,000",NULL
"MAKE OKLAHOMA GREAT AGAIN PAC","C00748319",NULL,50000,"SMALL","< $1,000,000",NULL
"AMERICAN JOBS ALLIANCE","C00511873",NULL,50000,"SMALL","< $1,000,000",NULL
"OAV JUSTICE FOR ALL PAC","C00712364",NULL,50000,"SMALL","< $1,000,000",NULL
"RODPAC","C00535203",NULL,50000,"SMALL","< $1,000,000",NULL
"ALABAMA LIBERTY FUND","C00565655",NULL,50000,"SMALL","< $1,000,000",NULL
"R MAJORITY PAC","C00568352",NULL,50000,"SMALL","< $1,000,000",NULL
"WASHINGTON DESERVES BETTER PAC","C00809327",NULL,50000,"SMALL","< $1,000,000",NULL
"WYOMING*S OWN","C00549105",NULL,50000,"SMALL","< $1,000,000",NULL
"NO EXCUSES PAC","C00765883",NULL,50000,"SMALL","< $1,000,000",NULL
"RED CLAY VALUES","C00822973",NULL,50000,"SMALL","< $1,000,000",NULL
"TAR HEEL CONSERVATIVES","C00813329",NULL,50000,"SMALL","< $1,000,000",NULL
"RENEW DELAWARE PAC","C00503573",NULL,50000,"SMALL","< $1,000,000",NULL
"MAKE AMERICA LIKE TEXAS","C00661983",NULL,50000,"SMALL","< $1,000,000",NULL
"KEYSTONE LIBERTY PAC","C00771980",NULL,50000,"SMALL","< $1,000,000",NULL
"THIRD DOWN GEORGIA PAC INC.","C00779959",NULL,50000,"SMALL","< $1,000,000",NULL
"VOTE THE R","C00802215",NULL,50000,"SMALL","< $1,000,000",NULL
"PRESCRIPTION FOR AMERICA*S FUTURE","C00560532",NULL,50000,"SMALL","< $1,000,000",NULL
"BRIGHTER FUTURE COALITION","C00634907",NULL,50000,"SMALL","< $1,000,000",NULL
"REPUBLICANS FOR HER 2016","C00619023",NULL,50000,"SMALL","< $1,000,000",NULL
"WALKER MALLOT-ONE ALASKA PAC","C00559476",NULL,50000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE CHAMPIONS PAC","C00816355",NULL,50000,"SMALL","< $1,000,000",NULL
"BLACK-BROWN PAC","C00611236",NULL,50000,"SMALL","< $1,000,000",NULL
"FOR FREEDOMS","C00611368",NULL,50000,"SMALL","< $1,000,000",NULL
"COMMITTEE TO RE-ELECT THE PRESIDENT","C00756270",NULL,50000,"SMALL","< $1,000,000",NULL
"ARTICLE I ADVOCATES","C00592717",NULL,50000,"SMALL","< $1,000,000",NULL
"STRENGTH AND LIBERTY PAC","C00513366",NULL,50000,"SMALL","< $1,000,000",NULL
"COMMUNITIES UNITED","C00823534",NULL,50000,"SMALL","< $1,000,000",NULL
"HOMETOWN VALUES PAC","C00721886",NULL,50000,"SMALL","< $1,000,000",NULL
"FAITH VOTERS PAC","C00566034",NULL,49494,"SMALL","< $1,000,000",NULL
"SUPER WOMEN PAC","C00528067",NULL,48000,"SMALL","< $1,000,000",NULL
"BLUEWAVEAMERICA","C00787945",NULL,46750,"SMALL","< $1,000,000",NULL
"OCEAN MAJORITY PAC","C00557355",NULL,46299,"SMALL","< $1,000,000",NULL
"INFORMED CITIZENS","C00622951",NULL,46200,"SMALL","< $1,000,000",NULL
"CIVIC DATA PAC","C00774042",NULL,46000,"SMALL","< $1,000,000",NULL
"PLUS3","C00654293",NULL,45622,"SMALL","< $1,000,000",NULL
"CITIZENS AGAINST CARPETBAGGERS","C00655498",NULL,45254,"SMALL","< $1,000,000",NULL
"AMERICANS FOR A 50/50 DEAL","C00714436",NULL,45238,"SMALL","< $1,000,000",NULL
"VALUE OUR DEMOCRACY","C00825216",NULL,45000,"SMALL","< $1,000,000",NULL
"HOLD WASHINGTON ACCOUNTABLE","C00660811",NULL,45000,"SMALL","< $1,000,000",NULL
"BALANCE OF POWER PAC","C00559765",NULL,45000,"SMALL","< $1,000,000",NULL
"AMERICA IS WORTH IT","C00624775",NULL,45000,"SMALL","< $1,000,000",NULL
"MONTANA RURAL VOTERS ACTION FUND","C00609529",NULL,45000,"SMALL","< $1,000,000",NULL
"PATRIOTIC ARTISTS AND CREATIVES PAC (AKA PAC SQUARED)","C00622506",NULL,45000,"SMALL","< $1,000,000",NULL
"MAKING MAINE GREAT AGAIN","C00623470",NULL,45000,"SMALL","< $1,000,000",NULL
"KEYSTONE PRIORITIES","C00632117",NULL,45000,"SMALL","< $1,000,000",NULL
"DFPC ACTION","C00623728",NULL,45000,"SMALL","< $1,000,000",NULL
"RAISE UP","C00759811",NULL,45000,"SMALL","< $1,000,000",NULL
"OHIOANS FOR OPPORTUNITY","C00512822",NULL,44990,"SMALL","< $1,000,000",NULL
"ACTION COALITION PAC","C00636365",NULL,44165,"SMALL","< $1,000,000",NULL
